@relation './ada_train-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R8,23,17,30,36,9-10,16,42,46,41,40,32,27,44,15,25,49-weka.filters.unsupervised.attribute.Remove-V-R11,17,16,13-15,18'

@attribute attr40 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr24 {'\'(-inf-270]\'','\'(270-351]\'','\'(351-432]\'','\'(432-513]\'','\'(513-594]\'','\'(594-675]\'','\'(675-756]\'','\'(756-837]\'','\'(837-918]\'','\'(918-inf)\''}
@attribute attr14 {'\'(-inf-155.7]\'','\'(155.7-249.4]\'','\'(249.4-343.1]\'','\'(343.1-436.8]\'','\'(436.8-530.5]\'','\'(530.5-624.2]\'','\'(624.2-717.9]\'','\'(717.9-811.6]\'','\'(811.6-905.3]\'','\'(905.3-inf)\''}
@attribute attr31 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute attr26 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr43 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute CLASS {0,1}

@data
'\'(-inf-0.1]\'','\'(837-918]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(270-351]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(594-675]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(675-756]\'','\'(155.7-249.4]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(837-918]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(594-675]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(675-756]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(594-675]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(270-351]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(351-432]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(594-675]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(432-513]\'','\'(905.3-inf)\'','\'(99.9-199.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(675-756]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(756-837]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(270-351]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(905.3-inf)\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(717.9-811.6]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(594-675]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(675-756]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(594-675]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(717.9-811.6]\'','\'(899.1-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(513-594]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(837-918]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(675-756]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(717.9-811.6]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(594-675]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(155.7-249.4]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(99.9-199.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(811.6-905.3]\'','\'(99.9-199.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(594-675]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(513-594]\'','\'(811.6-905.3]\'','\'(899.1-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(594-675]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(756-837]\'','\'(905.3-inf)\'','\'(899.1-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(270-351]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(343.1-436.8]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(270-351]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(717.9-811.6]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(675-756]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-155.7]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(-inf-270]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(351-432]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(432-513]\'','\'(717.9-811.6]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(270-351]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(811.6-905.3]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-270]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(436.8-530.5]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(432-513]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(624.2-717.9]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(432-513]\'','\'(343.1-436.8]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(432-513]\'','\'(717.9-811.6]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(351-432]\'','\'(530.5-624.2]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(513-594]\'','\'(249.4-343.1]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',0
